Kind,ICAO,FAA,IATA,City,Name,Latitude,Longitude,Max Runway,Airlines
Small,YBXH,,,,Branxholme Airport,-37.867(S),141.702(E),,
Small,YJLC,,JCK,,JULIA CREEK,-20.668(S),141.722(E),4600 ft,1
Small,YTKS,,,,Toorak Research Station Airport,-21.042(S),141.787(E),,
Small,YLLE,,BBL,,BALLERA,-27.408(S),141.808(E),5906 ft,1
Small,YRTP,,RTP,,Rutland Plains Airport,-15.643(S),141.843(E),,
Small,YWTO,,,,Wentworth Airport,-34.088(S),141.892(E),,
Small,YACS,,,,Acacia Downs Airport,-31.417(S),141.900(E),,
Small,YDRH,,DHD,,Durham Downs Airport,-27.075(S),141.900(E),,
Small,YKYN,,,,Kynuna Airport,-21.600(S),141.917(E),,
Small,YNRL,,,,Naryilco Airport,-28.550(S),141.917(E),,
Small,YVRS,,VNR,,Vanrook Station Airport,-16.963(S),141.950(E),,
Small,YRBW,,,,Rainbow Airport,-35.917(S),141.983(E),,
Small,YCUT,,,,Cuthero Airport,-33.033(S),142.017(E),,
Small,YSOW,,,,Southwell Airport,-14.517(S),142.033(E),,
Medium,YTIB,,TYB,,TIBOOBURRA,-29.451(S),142.058(E),3202 ft,
Medium,YHML,,HLT,,HAMILTON,-37.649(S),142.065(E),4606 ft,
Small,YTAD,,,,Tandou Lake Airport,-32.633(S),142.083(E),,
Small,YSGW,,ZGL,,South Galway Airport,-25.683(S),142.108(E),,
Small,YLAN,,,,Langawirra Airport,-31.450(S),142.133(E),,
Small,YPCH,,,,Patchewollock Airport,-35.367(S),142.150(E),,
Medium,YHSM,,HSM,,HORSHAM,-36.670(S),142.173(E),4337 ft,
Small,YBAU,,BDD,,Badu Island Airport,-10.150(S),142.173(E),,1
Small,YKRV,,,,Kendall River Airport,-13.750(S),142.183(E),,
Small,YKOG,,,,Koongarra Airport,-36.000(S),142.217(E),,
Small,YBOI,,GIC,,Boigu Airport,-9.233(S),142.218(E),,1
Small,YWTV,,,,Watson River Airport,-13.217(S),142.233(E),,
Small,YCRY,,CDQ,,Croydon Airport,-18.225(S),142.258(E),,
Small,,,,,Port Fairy,-38.362(S),142.264(E),,
Small,YVVA,,,,Victoria Valley Airport,-37.500(S),142.270(E),,
Small,YGMP,,,,Grampians Airport,-37.050(S),142.283(E),,
Small,YMHW,,,,Mount Howitt Airport,-26.512(S),142.283(E),,
Small,YWMA,,,,Wonnaminta Stat Airport,-30.651(S),142.342(E),,
Small,YOUY,,OYN,,Ouyen Airport,-35.089(S),142.354(E),,
Medium,YHPN,,HTU,,HOPETOUN,-35.715(S),142.360(E),3730 ft,
Small,YSDL,,,,Sudley Airport,-12.750(S),142.367(E),,
Small,YDBR,,DNB,,Dunbar Airport,-16.050(S),142.400(E),,
Small,YMED,,,,Menindee Airport,-32.367(S),142.405(E),,
Small,YJAK,,,,Jackson Airport,-27.638(S),142.408(E),,
Small,YBEU,,,,Beulah 1 Airport,-35.950(S),142.417(E),,
Small,YMEP,,,,Merapah Airport,-13.717(S),142.417(E),,
Medium,YWKB,,WKB,,WARRACKNABEAL,-36.321(S),142.419(E),4501 ft,
Small,YSGD,,,,Strathgordon Airport,-14.795(S),142.433(E),,
Small,YWBL,,WMB,,WARRNAMBOOL,-38.295(S),142.447(E),4501 ft,1
Small,YGDV,,,,Galdeville Airport,-20.250(S),142.450(E),,
Small,YKAY,,,,Kayrunnera Airport,-30.683(S),142.533(E),,
Small,YCFF,,,,Dadswells Bridge Airport,-36.968(S),142.548(E),,
Small,YSMR,,STH,,Strathmore Airport,-17.850(S),142.567(E),,
Small,YNCD,,,,Noccundra Airport,-27.800(S),142.583(E),,
Small,YPVD,,,,Plevna Downs Airport,-26.667(S),142.583(E),,
Small,YPCE,,,,Pooncarie Airport,-33.367(S),142.588(E),,
Small,YALN,,,,Allandy Airport,-30.383(S),142.600(E),,
Small,YMWM,,,,Mount William Airport,-37.295(S),142.603(E),,
Small,YODL,,,,Ourdel Airport,-25.350(S),142.633(E),,
Small,YGWD,,,,Galway Downs Airport,-25.183(S),142.667(E),,
Small,YWIL,,,,Wilandra Airport,-31.283(S),142.667(E),,
Medium,YWDH,,WNR,,WINDORAH,-25.413(S),142.667(E),4508 ft,1
Small,,,,,Pomonal Airstrip,-37.231(S),142.677(E),,
Small,YNOC,,,,Nockatunga Airport,-27.717(S),142.712(E),,
Small,YCWO,,,,Chatsworth Airport,-37.833(S),142.717(E),,
Medium,YSWL,,SWC,,STAWELL,-37.072(S),142.741(E),4603 ft,
Small,YROI,,RBC,,Robinvale Airport,-34.650(S),142.783(E),,
Small,YSMY,,,,Strathmay Airport,-14.883(S),142.802(E),,
Small,YSTB,,,,Strathburn Airport,-14.482(S),142.817(E),,
Small,YMAG,,,,Manangatang Airport,-35.050(S),142.867(E),,
Small,YLBO,,,,Lake Bolac Airport,-37.683(S),142.883(E),,
Small,YSLK,,,,Sea Lake Airport,-35.527(S),142.888(E),,
Small,YPBH,,,,Peterborough Airport,-38.600(S),142.917(E),,
Small,YBIR,,,,BIRCHIP,-36.000(S),142.917(E),3422 ft,
Small,YBLH,,,,Bellalie Airport,-27.033(S),142.950(E),,
Small,YSVN,,,,Strathaven Airport,-14.900(S),142.967(E),,
Small,YYLD,,,,Yalda Downs Homestead Airport,-30.261(S),142.977(E),,
Medium,YARA,,ARY,,ARARAT,-37.309(S),142.989(E),4068 ft,
Small,YDOD,,,,DONALD,-36.360(S),143.007(E),3825 ft,
Small,YRAM,,,,Raymore Homestead Airport,-26.150(S),143.017(E),,
Small,YWAT,,,,Wattle Hills Airport,-12.633(S),143.050(E),,
Small,YCDE,,,,Cobden Airport,-38.327(S),143.057(E),,
Small,YJDA,,JUN,,Jundah Airport,-24.842(S),143.058(E),,
Small,YCCT,,CNC,,Coconut Island Airport,-10.050(S),143.070(E),,1
Small,YWHC,,,,White Cliffs Airport,-30.853(S),143.072(E),,
Small,YSVH,,,,Silver Hills Airport,-20.617(S),143.083(E),,
Medium,YWTN,,WIN,,WINTON,-22.364(S),143.086(E),4600 ft,1
Small,YNVE,,,,Navarre Airport,-36.917(S),143.100(E),,
Small,YRMD,,RCM,,RICHMOND,-20.702(S),143.115(E),5000 ft,1
Small,YQUE,,,,Questa Park Airport,-30.392(S),143.142(E),,
Small,YKUW,,,,Kurweeton Airport,-38.050(S),143.150(E),,
Small,YABI,,ABG,,Abingdon Downs Airport,-17.617(S),143.167(E),,
Small,YMPH,,,,Mount Elephant Airport,-37.900(S),143.167(E),,
Small,YSTA,,,,SAINT ARNAUD,-36.637(S),143.186(E),3278 ft,
Small,YDER,,,,Derrinallum Airport,-37.934(S),143.228(E),,
Small,,,,,Natya Airport,-34.968(S),143.233(E),,
Small,YMLN,,,,Monolon Airport,-30.200(S),143.233(E),,
Small,YWYF,,,,Wycheproof Airport,-36.058(S),143.243(E),,
Small,YBEF,,,,Beaufort Airport,-37.450(S),143.250(E),,
Small,YEMG,,,,Eromanga Airport,-26.700(S),143.267(E),,
Small,YGGL,,,,Glen Garland Airport,-14.867(S),143.283(E),,
Small,,,,,Moonambel Airfield,-36.972(S),143.286(E),,
Small,YCHL,,,,Charlton Airport,-36.250(S),143.300(E),,
Small,YSTO,,,,Stonehenge Airport,-24.358(S),143.300(E),,
Small,YRAG,,,,Raglan Airport,-37.377(S),143.306(E),,
Small,YMMT,,,,Mount Margaret Airport,-26.933(S),143.317(E),,
Small,YLSM,,,,Lismore Airport,-37.933(S),143.350(E),,
Small,YCWN,,,,Corowa Downs Airport,-26.467(S),143.350(E),,
Small,YWCA,,WIO,,WILCANNIA,-31.526(S),143.375(E),3701 ft,
Small,YBOD,,,,Bodalla Airport,-26.300(S),143.383(E),,
Small,YSLN,,,,Strathleven Airport,-15.898(S),143.383(E),,
Small,YATR,,,,Amphitheatre Airport,-37.183(S),143.400(E),,
Small,YTRC,,,,Tarcombe Airport,-24.083(S),143.400(E),,
Small,YBFT,,,,Beaufort,-37.495(S),143.430(E),,
Small,,,,,Trawalla Airport,-37.439(S),143.459(E),,
Small,YTHY,,TYG,,Thylungra Airport,-26.083(S),143.467(E),,
Small,YBWM,,BIP,,Bulimba Airport,-16.881(S),143.479(E),,
Small,YWED,,,,Wedderburn Airport,-36.433(S),143.483(E),,
Small,YKLN,,,,Killarney Airport,-15.400(S),143.500(E),,
Small,YQBK,,,,Quambatook Airport,-35.862(S),143.510(E),,
Small,YCTY,,,,Cape Otway Airport,-38.860(S),143.515(E),,
Small,YLRN,,,,Lorraine Station Airport,-22.533(S),143.517(E),,
Small,YGTN,,GTT,,GEORGETOWN,-18.305(S),143.530(E),3799 ft,
Medium,YSWH,,SWH,,SWAN HILL,-35.376(S),143.533(E),4905 ft,
Small,YBTD,,,,Brighton Downs Airport,-23.350(S),143.533(E),,
Small,YPIN,,,,Pinnacle Airport,-15.667(S),143.550(E),,
Small,YFSA,,,,Forsayth Airport,-18.585(S),143.569(E),,
Medium,YBRN,,BZD,,BALRANALD,-34.624(S),143.578(E),3888 ft,
Small,YDNK,,,,Darnick Airport,-32.883(S),143.583(E),,
Small,YNOO,,,,Nooyeah Downs Airport,-28.050(S),143.583(E),,
Small,YVVL,,,,Violet Vale Airport,-14.733(S),143.583(E),,
Small,YDAG,,,,Dagworth Airport,-17.942(S),143.588(E),,
Small,YAPO,,,,Apollo Bay Airport,-38.775(S),143.661(E),,
Small,YGAM,,GBP,,Gamboola Airport,-16.550(S),143.667(E),,
Small,YLLV,,,,Lily Vale Airport,-14.483(S),143.667(E),,
Small,YWNS,,,,Wandsworth Airport,-25.050(S),143.667(E),,
Small,YTVA,,,,Talavera Airport,-19.217(S),143.667(E),,
Small,YOLA,,XCO,,Colac Airport,-38.287(S),143.680(E),,
Small,YDLL,,,,Dunolly Airport,-36.850(S),143.700(E),,
Small,YNVL,,,,Normanville Airport,-35.783(S),143.700(E),,
Small,YNVR,,,,Navarra Airport,-24.850(S),143.700(E),,
Small,YMBU,,,,MARYBOROUGH,-37.033(S),143.709(E),3414 ft,
Small,YROB,,ROH,,Robinhood Airport,-18.845(S),143.710(E),,
Small,YRKE,,,,Kuruc-A-Ruc South Airport,-37.900(S),143.717(E),,
Small,YBBT,,,,Boort Airport,-36.137(S),143.727(E),,
Small,YMYY,,,,Mary Valley Airport,-15.050(S),143.750(E),,
Closed,YYWE,,,,Yarrowee Airport,-37.740(S),143.753(E),,
Small,YBGT,,,,Budgerygar Airport,-25.370(S),143.773(E),,
Small,YBLT,,,,BALLARAT,-37.512(S),143.791(E),4150 ft,
Small,YBUX,,,,Bulleringa Airport,-17.650(S),143.800(E),,
Small,YLLR,,,,Lake Leagur Airport,-35.983(S),143.800(E),,
Medium,YTGM,,XTG,,THARGOMINDAH,-27.986(S),143.811(E),4800 ft,1
Small,YKLG,,,,Kalinga Airport,-15.200(S),143.850(E),,
Medium,YKII,,KNS,,KING ISLAND,-39.877(S),143.878(E),5198 ft,4
Small,YMNO,,,,Maneroo Airport,-23.367(S),143.883(E),,
Small,YTII,,,,Trinidad Airport,-25.600(S),143.917(E),,
Medium,YKER,,KRA,,KERANG,-35.751(S),143.939(E),3501 ft,
Small,YCLA,,,,Clare Station Airport,-33.407(S),143.940(E),,
Small,YBGR,,,,Bridgewater Airport,-36.617(S),143.950(E),,
Small,YWMP,,WPK,,Wrotham Park Airport,-16.658(S),144.002(E),,
Closed,YEDH,,,,Meredith Airport,-37.883(S),144.083(E),,
Small,YLED,,,,Lethbridge Park Airport,-37.919(S),144.101(E),,
Small,YPYD,,,,Pyramid Hill Airport,-36.067(S),144.133(E),,
Small,YPRA,,,,Prairie Airport,-36.307(S),144.139(E),,
Small,YOIT,,,,Orielton Airport,-22.067(S),144.150(E),,
Small,YCAL,,,,Castlemaine Airport,-37.133(S),144.167(E),,
Small,YWAG,,,,Wanaaring Airport,-29.717(S),144.167(E),,
Small,YKID,,,,Kidston Airport,-18.870(S),144.173(E),,
Small,YWOV,,,,Woodvale Airport,-36.633(S),144.183(E),,
Small,YCOH,,,,Cohuna Airport,-35.817(S),144.200(E),,
Small,YHUG,,HGD,,HUGHENDEN,-20.815(S),144.225(E),5394 ft,1
Medium,YQLP,,ULP,,QUILPIE,-26.612(S),144.253(E),4898 ft,1
Small,YCES,,,,Ceres Airport,-38.148(S),144.258(E),,
Small,YJWB,,,,Jowalbinna Airport,-15.733(S),144.267(E),,
Small,YRWH,,,,Ravensworth Airport,-34.633(S),144.283(E),,
Small,YALH,,,,Albilbah Airport,-24.700(S),144.283(E),,
Small,YMSP,,,,Mount Surprise Airport,-18.126(S),144.285(E),,
Small,YIVO,,,,IVANHOE,-32.883(S),144.310(E),4088 ft,
Small,YBDG,,BXG,,BENDIGO,-36.739(S),144.330(E),3724 ft,
Small,YLVB,,,,Lovely Banks Airport,-38.033(S),144.333(E),,
Small,YNOR,,,,Norwood Airport,-34.250(S),144.333(E),,
Small,YGLG,,GEX,,Geelong Airport,-38.225(S),144.333(E),,
Small,YDNV,,,,Dynevor Downs Airport,-28.100(S),144.350(E),,
Small,YLRS,,LUT,,New Laura Airport,-15.183(S),144.367(E),,
Small,YGGS,,,,Gregory Springs Airport,-19.717(S),144.383(E),,
Small,YGBW,,,,Gunbower Airport,-35.967(S),144.383(E),,
Small,YJNY,,,,Jonroy Airport,-16.500(S),144.400(E),,
Small,YBSS,,,,Bacchus Marsh Airport,-37.733(S),144.422(E),,
Small,YISF,,ISI,,ISISFORD,-24.258(S),144.425(E),4498 ft,
Small,YBRS,,,,Barwon Heads Airport,-38.258(S),144.428(E),,
Small,YHRD,,,,Hungerford Airport,-28.983(S),144.450(E),,
Small,YLRA,,LUU,,Laura Airport,-15.550(S),144.450(E),,
Small,TCYT,,,,Crystal Brook Airport,-17.450(S),144.450(E),,
Small,YCYT,,,,Crystal Brook Airport,-17.383(S),144.450(E),,
Small,YKTA,,,,Kotta Airport,-36.180(S),144.525(E),,
Small,YCGO,,LLG,,CHILLAGOE,-17.143(S),144.529(E),3218 ft,
Small,YMTB,,UTB,,Muttaburra Airport,-22.583(S),144.533(E),,
Small,YTRB,,,,Torrumbarry Airport,-36.067(S),144.533(E),,
Small,YAVM,,,,Avonmore Airport,-36.567(S),144.550(E),,
Small,YSPK,,SCG,,Spring Creek Airport,-18.633(S),144.567(E),,
Small,YUDA,,UDA,,Undara Airport,-18.200(S),144.600(E),,
Small,YISD,,,,Isis Downs Airport,-24.217(S),144.617(E),,
Small,YYWA,,,,Yowah Airport,-27.933(S),144.617(E),,
Small,YBMM,,,,Bamawm Airport,-36.250(S),144.633(E),,
Small,YOTN,,,,Ootann Airport,-17.433(S),144.633(E),,
Small,YBEW,,,,Beechworth Airport,-31.917(S),144.633(E),,
Small,YELM,,,,Elmore Airport,-36.490(S),144.647(E),,
Small,YSLE,,,,St Leonards Airfield,-38.170(S),144.689(E),,
Small,YMDW,,,,Maitland Downs Airport,-16.223(S),144.703(E),,
Small,YHTR,,,,Hunter Island Airport,-40.517(S),144.733(E),,
Small,YCJU,,,,Conjuboy Airport,-18.683(S),144.750(E),,
Medium,YECH,,ECH,,ECHUCA,-36.157(S),144.762(E),3615 ft,
Medium,YHAY,,HXX,,HAY,-34.531(S),144.830(E),4800 ft,
Small,YWDT,,,,Wyandotte Airport,-18.750(S),144.833(E),,
Small,YSPF,,,,Springfield Airport,-24.300(S),144.883(E),,
Small,YBFR,,,,Balfour Airport,-41.259(S),144.886(E),,
Medium,YMEN,,MEB,,MELBOURNE ESSENDON,-37.728(S),144.902(E),6302 ft,5
Closed,YWAN,,,,Wallan Airport,-37.433(S),144.988(E),,
Small,YLKD,,,,Lucky Downs Airport,-18.917(S),145.000(E),,
Small,YTCK,,,,Torrens Creek Airport,-20.783(S),145.000(E),,
Small,YGNV,,GVP,,Greenvale Airport,-18.997(S),145.014(E),,
Small,YEUO,,,,Eulo Airport,-28.167(S),145.042(E),,
Small,YPKL,,,,Puckapunyal (Military) Airport,-37.000(S),145.063(E),,
Small,YBNC,,,,Bannockburn Airport,-21.800(S),145.083(E),,
Small,YDIM,,,,Dimbulah Airport,-17.133(S),145.083(E),,
Medium,YSMI,,SIO,,SMITHTON,-40.835(S),145.084(E),5246 ft,
Closed,YELR,,,,Elderslie Airport,-15.700(S),145.100(E),,
Small,YVLG,,,,Valley of Lagoons Airport,-18.667(S),145.100(E),,
Small,YWEC,,,,Wellclose Airport,-25.850(S),145.100(E),,
Small,YCNO,,,,Conargo Airport,-35.317(S),145.117(E),,
Small,YNGB,,,,Nagambie Airport,-36.738(S),145.125(E),,
Small,YGHG,,,,Glen Harding Airport,-18.267(S),145.133(E),,
Small,YMRT,,,,Mount Garnet Airport,-17.700(S),145.150(E),,
Small,YGUW,,,,Gunnawarra Airport,-17.950(S),145.167(E),,
Small,YMLK,,,,Minnamoolka Airport,-18.183(S),145.167(E),,
Small,YMNG,,,,MANGALORE,-36.888(S),145.184(E),6650 ft,
Medium,YCKN,,CTN,,COOKTOWN,-15.445(S),145.184(E),5338 ft,1
Small,YCWS,,,,Cowes Airport,-38.508(S),145.213(E),,
Small,YAMC,,AXC,,Aramac Airport,-22.967(S),145.242(E),,
Small,YSRN,,SRN,,Strahan Airport,-42.155(S),145.292(E),,
Small,YYEA,,,,Yeaburn Airport,-37.173(S),145.322(E),,
Small,YPID,,,,Phillip Island Airport,-38.523(S),145.327(E),,
Small,YYAK,,,,Yalkulka Airport,-16.733(S),145.333(E),,
Small,YLCS,,,,Locksley Field,-36.815(S),145.348(E),,
Small,YZHN,,,,Zeehan Airport,-41.883(S),145.350(E),,
Small,YLIL,,,,Lilydale Airport,-37.692(S),145.367(E),,
Medium,YSHT,,SHT,,SHEPPARTON,-36.429(S),145.393(E),4062 ft,
Small,YGRU,,,,Glen Ruth Airport,-18.083(S),145.400(E),,
Small,YHTN,,,,Herberton Airport,-17.433(S),145.400(E),,
Medium,YMBA,,MRG,,MAREEBA,-17.069(S),145.419(E),4938 ft,
Small,YCBY,,,,Daintree Airport,-16.219(S),145.425(E),,
Small,YTDN,,,,Tooradin Airport,-38.217(S),145.427(E),,
Closed,YLZI,,LZR,,LIZARD ISLAND,-14.667(S),145.450(E),3038 ft,1
Small,YLOD,,,,Longwood Airport,-36.808(S),145.457(E),,
Small,YCMK,,,,Camel Creek Airport,-18.850(S),145.467(E),,
Small,YHLS,,,,HILLSTON,-33.493(S),145.523(E),4262 ft,
Small,YQNS,,UEE,,Queenstown Airport,-42.075(S),145.532(E),,
Small,YWRT,,,,Waratah Airport,-41.450(S),145.550(E),,
Small,YFIL,,FLY,,Finley Airport,-35.667(S),145.550(E),,
Small,YTOB,,,,Toomba Airport,-19.933(S),145.583(E),,
Small,YBYW,,,,Bayswater Airport,-25.450(S),145.583(E),,
Small,YTOC,,TCW,,TOCUMWAL,-35.812(S),145.608(E),4596 ft,
Medium,YCMU,,CMA,,CUNNAMULLA,-28.030(S),145.622(E),5686 ft,1
Small,YWON,,,,Wonthaggi Airport,-38.472(S),145.623(E),,
Small,YWDS,,,,Woodside Au Airport,-35.133(S),145.667(E),,
Small,YTGG,,,,Taggerty Airport,-37.350(S),145.700(E),,
Small,YGGI,,,,Goolgowi Airport,-34.000(S),145.717(E),,
Small,YELS,,,,Earlston Airport,-36.596(S),145.722(E),,
Small,YJER,,,,Jerilderie Airport,-35.370(S),145.725(E),,
Small,YSBG,,,,Strathbogie Airport,-36.855(S),145.738(E),,
Small,YBUP,,,,Bunyip Airport,-38.017(S),145.750(E),,
Small,YLLD,,,,Langlo Downs Airport,-25.533(S),145.767(E),,
Small,YLOY,,,,Longwarry Airport,-38.108(S),145.778(E),,
Medium,YCBA,,CAZ,,COBAR,-31.538(S),145.794(E),4984 ft,1
Small,YHLG,,,,Hillgrove Airport,-19.642(S),145.797(E),,
Small,YELW,,,,Eildon Weir Airport,-37.208(S),145.833(E),,
Small,YEGA,,,,Engonnia Airport,-29.317(S),145.833(E),,
Small,YCLY,,,,Coleambally Airport,-34.800(S),145.850(E),,
Small,YBTS,,,,Battery Downs Airport,-19.433(S),145.850(E),,
Small,YLEG,,,,LEONGATHA,-38.493(S),145.860(E),3032 ft,
Small,YBUI,,,,Burnie Airport,-41.049(S),145.880(E),,
Small,YRSV,,,,Rosevale Resort Airport,-27.133(S),145.900(E),,
Small,YTUY,,,,Tully Airport,-17.933(S),145.917(E),,
Medium,YBKE,,BRK,,BOURKE,-30.039(S),145.952(E),6004 ft,
Small,YOKE,,,,Oakvale Airport,-22.267(S),145.983(E),,
Small,YWYA,,,,Wyandra Airport,-27.267(S),145.990(E),,
Medium,YBLA,,BLN,,BENALLA,-36.552(S),146.007(E),3422 ft,
Small,YIFL,,IFL,,INNISFAIL,-17.559(S),146.012(E),4439 ft,
Small,YYWG,,,,YARRAWONGA,-36.029(S),146.029(E),3750 ft,
Small,YWRE,,,,Wirralie Airport,-22.270(S),146.050(E),,
Small,YFCK,,,,Fish Creek Airport,-38.715(S),146.053(E),,
Small,YTNS,,,,Toliness Airport,-25.321(S),146.069(E),,
Small,YMFD,,,,Mansfield Airport,-37.067(S),146.117(E),,
Small,YNDS,,,,Natal Downs Airport,-21.083(S),146.150(E),,
Small,YIGM,,IGH,,INGHAM,-18.661(S),146.152(E),5006 ft,
Small,YBHB,,,,Bathurst Harbour Airport,-43.421(S),146.156(E),,
Small,YJRO,,,,Jericho Airport,-23.583(S),146.167(E),,
Small,YDAL,,,,Dallas Airport,-34.567(S),146.183(E),,
Small,YDNB,,,,Doongmabulla Airport,-22.067(S),146.233(E),,
Small,YLSS,,,,Lansdowne Airport,-25.050(S),146.267(E),,
Small,YCHT,,CXT,,CHARTERS TOWERS,-20.043(S),146.273(E),5695 ft,
Small,YTMB,,,,Tambo Airport,-24.850(S),146.283(E),,
Medium,YWGT,,WGT,,WANGARATTA,-36.416(S),146.307(E),5381 ft,
Small,YNYM,,,,Nymagee Airport,-32.050(S),146.317(E),,
Small,YTDL,,,,Tidal River Airport,-39.034(S),146.327(E),,
Closed,YLPR,,,,Lake Pedder Airport,-43.050(S),146.333(E),,
Small,YMLC,,,,Mole Creek Airport,-41.533(S),146.333(E),,
Medium,YCOR,,CWW,,COROWA,-35.995(S),146.357(E),5994 ft,
Small,YLCG,,,,Lake Cargelligo Airport,-33.278(S),146.370(E),,
Small,YBYR,,,,Byrock Airport,-30.667(S),146.400(E),,
Small,YWLP,,,,Wilsons Promontory Airport,-39.131(S),146.425(E),,
Small,YEAT,,,,Yea Airport,-37.216(S),146.430(E),,
Small,YLEE,,,,Leeton Airport,-34.500(S),146.433(E),,
Small,YILA,,,,Milawa Vineyard Airport,-36.456(S),146.433(E),,
Small,YEAB,,,,Euabalong Airport,-33.117(S),146.450(E),,
Small,YMCS,,,,Macrossan Airport,-20.017(S),146.483(E),,
Small,YLHL,,,,Long Hill Airport,-41.333(S),146.500(E),,
Small,YPAM,,PMK,,PALM ISLAND,-18.755(S),146.581(E),3714 ft,2
Small,YAUA,,,,Augathella Airport,-25.755(S),146.587(E),,
Small,YHVH,,,,Harvest Home Airport,-20.683(S),146.650(E),,
Small,YLGL,,,,Laglan Airport,-22.500(S),146.667(E),,
Small,YBCH,,,,Beechworth Airport,-36.393(S),146.696(E),,
Small,YTWE,,,,Trelawney Airport,-22.850(S),146.717(E),,
Small,YYRM,,,,Yarram Airport,-38.567(S),146.755(E),,
Small,,,,,Snowy Range Airfield,-37.349(S),146.766(E),,
Small,YMPE,,,,Mount Cooper Airport,-20.517(S),146.767(E),,
Small,YLVK,,,,Laverak (Military) Airport,-19.322(S),146.802(E),,
Medium,YBRW,,BWQ,,BREWARRINA,-29.974(S),146.817(E),4547 ft,
Small,YCDV,,,,Caldervale Station Airport,-25.108(S),146.833(E),,
Small,YDOP,,,,Donnington Airpark,-19.612(S),146.840(E),,
Small,YGTO,,GEE,,Georgetown (Tas) Airport,-41.080(S),146.840(E),,
Small,YARL,,,,Ardlethan Airport,-34.367(S),146.883(E),,
Small,YPOK,,,,Porepunkah Airport,-36.718(S),146.890(E),,
Small,YBOT,,,,Boatman Airport,-27.250(S),146.917(E),,
Small,YWMG,,,,Weilmoringle Airport,-29.233(S),146.933(E),,
Small,YADM,,,,Yandan Mine Airport,-21.273(S),146.990(E),,
Small,YGVE,,,,Glendevie Airport,-43.230(S),147.012(E),,
Small,YBEL,,,,Bothwell Airport,-42.367(S),147.033(E),,
Small,YSLT,,,,Sale Airport,-38.117(S),147.075(E),,
Small,YBWI,,,,Burdekin Falls Dam Airport,-20.600(S),147.083(E),,
Small,YMVN,,,,Morven Airport,-26.400(S),147.100(E),,
Small,YYAC,,,,Yacamunda Airport,-21.383(S),147.100(E),,
Small,YLGD,,,,Longdown Airport,-41.695(S),147.143(E),,
Medium,YMES,,,,EAST SALE,-38.099(S),147.149(E),7995 ft,
Small,YTOK,,,,Torres Park Homestead Airport,-25.117(S),147.167(E),,
Small,YNYN,,NYN,,NYNGAN,-31.551(S),147.203(E),5390 ft,
Small,YSFY,,,,Sandfly Airport,-42.992(S),147.208(E),,
Small,YCDO,,CBX,,CONDOBOLIN,-33.064(S),147.209(E),4501 ft,
Small,YWIE,,,,Wirralie Gold Mine Airport,-21.117(S),147.267(E),,
Small,YVAF,,,,Valley Field Airport,-41.810(S),147.292(E),,
Small,YHBK,,,,Holbrook Airport,-35.683(S),147.317(E),,
Small,YJCO,,,,Jericho Airport,-42.367(S),147.317(E),,
Small,YMCL,,,,Mount Coolon Airport,-21.392(S),147.325(E),,
Small,YMIR,,,,Miralwyn Airport,-30.149(S),147.327(E),,
Small,YAYR,,AYR,,AYR,-19.584(S),147.329(E),4796 ft,
Small,YITT,,,,Mitta Mitta Airport,-36.514(S),147.359(E),,
Small,YTUN,,,,Tunbridge Airport,-42.100(S),147.367(E),,
Small,YTOT,,,,Tottenham Airport,-32.248(S),147.368(E),,
Small,YFDN,,,,Federation Hsd Airport,-35.012(S),147.374(E),,
Small,YGDA,,,,GOODOOGA,-29.073(S),147.376(E),3530 ft,
Small,YBYI,,,,Bruny Island Airport,-43.234(S),147.380(E),,
Small,YBDP,,,,Bridport Airport,-41.017(S),147.417(E),,
Small,,,,,Woodbury Airfield,-42.168(S),147.446(E),,
Small,YCBG,,,,HOBART CAMBRIDGE,-42.827(S),147.475(E),3346 ft,
Small,YBLL,,BLS,,Bollon Airport,-28.058(S),147.483(E),,
Medium,YTEM,,TEM,,TEMORA,-34.421(S),147.512(E),6454 ft,
Small,YCAE,,,,Campbell Town Airport,-41.967(S),147.531(E),,
Medium,YBNS,,BSJ,,BAIRNSDALE,-37.888(S),147.568(E),3612 ft,
Small,YOMO,,,,Omeo Airport,-37.097(S),147.593(E),,
Small,YTLL,,,,Tullamore Airport,-32.617(S),147.600(E),,
Medium,YCMT,,CMQ,,CLERMONT,-22.773(S),147.621(E),4301 ft,
Small,YBTT,,,,Buttabone Airport,-31.358(S),147.633(E),,
Small,YJEM,,,,Jemalong Airport,-32.410(S),147.670(E),,
Small,,,,,Lake Omeo Dry Lake Ultralightport,-36.962(S),147.673(E),,
Small,YBRA,,,,Benambra Airport,-36.967(S),147.699(E),,
Small,YWWH,,,,Wentworth Airport,-22.100(S),147.700(E),,
Small,YCRA,,,,Carinda Airport,-30.458(S),147.708(E),,
Small,YOLY,,,,Oxley Station Airport,-31.013(S),147.711(E),,
Medium,YWRN,,QRR,,WARREN,-31.733(S),147.803(E),3894 ft,
Small,YQBE,,,,Quambone Royona Airport,-30.879(S),147.842(E),,
Small,YKCK,,,,Killiecrankie Airport,-39.849(S),147.858(E),,
Small,YCSV,,KCE,,Collinsville Airport,-20.597(S),147.860(E),,
Small,,,,,Boobyalla Airfield,-40.899(S),147.865(E),,
Medium,YCRG,,CYG,,CORRYONG,-36.183(S),147.888(E),4340 ft,
